query,lat,lon
"Booby Island, The Narrows, Saint Kitts and Nevis",,
"The Narrows, Saint Kitts and Nevis",,
Saint Kitts and Nevis,17.250512,-62.6725973
"Waihī  Beach, Bay of Plenty, North Island, New Zealand",,
"Anaehoomalu Bay
Waikoloa, Hawaii County, Hawaii, United States",,
"Coronado, San Diego County, California, United States",32.6915199,-117.1766947
"Faadoo Island, Raa Atoll, Maldives",,
"Raa Atoll, Maldives",,
"Orient Beach, Saint Martin",18.0903897,-63.0221692
"Cable Beach, Western Australia, Australia",-17.9512308,122.2155498
"Honolua Bay, Hawaii, United States",21.0146954,-156.6394964
"Seaside Cove, Clatsop County, Oregon, United States",45.9759114,-123.9392675
"D’Estrees Bay near Kangaroo Island, South Australia, Australia",,
"Marsa Alam, South Sinai, Egypt",,
"South Sinai, Egypt",29.2076755,33.8119441
"St. Vincent Bay, South Province, New Caledonia",,
"South Province, New Caledonia",-22.2758421,166.6417946
"Town Beach, Port Macquarie, New South Wales, Australia",-31.428344,152.9180151
"Ormond Beach, Florida, United States",29.2854132,-81.0557921
"East End Point, Grand Bahama Island, Bahamas",,
"Grand Bahama Island, Bahamas",26.6613931,-78.2683535
"St George Island, Franklin County, Florida, United States",29.6926135,-84.7805281
"Emerald Isle, Carteret County, North Carolina, United States",34.6653135,-77.0382187
"Kelp Beds Beach (Kelpies), Western Australia, Australia",,
"Toms Surf break, Hamersley Pool, North Beach, Perth, Western Australia, Australia",,
"Near Key Largo, Florida, United States",,
"Charley Young Beach, Maui, Hawaii, United States",20.7247791,-156.4491481
"Sombero Key Light, Monroe County, Florida, United States",,
"Fraser Island, Queensland, Australia",-25.24672,153.1468044
"Cabarita Beach, New South Wales, Australia",-28.3309421,153.5701894
"Melbourne Beach, Brevard County, Florida, United States",28.0684067,-80.5607951
"Greenmount Beach, Coolangatta, Queensland, Australia",-28.1659065,153.5421183
"Puako, Hawaii, United States",19.970122,-155.839005
"Forster, New South Wales, Australia",-32.1820852,152.5131155
"Folly Beach, Charleston County, South Carolina, United States",32.6554848,-79.9407802
"Shelter Cove, Humboldt County, California, United States",40.0380195,-124.0557453
"St. Augustine Beach, Anastasia Island, St. Johns County, Florida, United States",29.8454452,-81.2773973
"Shelly Beach, Port Macquarie, New South Wales, Australia",-31.4550749,152.9319421
"Off Gasparilla Island, Charlotte County, Florida, United States",,
"Virgin Islands, United States",17.789187,-64.7080574
"Surf City, Pender County, North Carolina, United States",34.4271121,-77.5460805
"Orange Beach, Baldwin County, Alabama, United States",30.2943681,-87.5735935
"Bunker Bay Beach, Western Australia, Australia",-33.5435747,115.0338627
"Florida Keys, Florida, United States",24.6736205,-81.4981792
"Tenth Island, Tasmania, Australia",-40.9422322,146.9849504
"Tikehau, Tuamotu Islands, French Polynesia",,
"Tuamotu Islands, French Polynesia",-17.5394892,-149.5631128
"Bailey Island, Cumberland County, Maine, United States",43.7335621,-69.9943499
"Spanish Cay, Bahamas, United States",,
"Bahamas, United States",33.6436362,-117.6402928
"Neuse River, Craven County, North Carolina, United States",35.2802707,-77.9382054
"Off Stanley, Tasmania, Australia",,
"Fitzroy Island, Queensland, Australia",-16.9312865,145.9945627
"Wilsons Headland, New South Wales, Australia",-29.8256512,153.2899105
"Homestead, Miami-Dade County, Florida, United States",25.4718946,-80.4759905
"Salvo, Dare County, North Carolina, United States",35.54018,-75.4729347
"Pig Beach, Pig Island, Exumas, Bahamas",,
"Exumas, Bahamas",24.5944262,-76.8097657
"Umhlanga Rocks, KwaZulu-Natal, South Africa",-29.73,31.0827778
"Plateau de Ricaudy, Nouméa, South Province, New Caledonia",,
"Salt Beach near Kingscliff, New South Wales, Australia",,
"Tantabitti Beach, Nigaloo, Western Australia, Australia",,
"Herring Point, Sussex County, Delaware, United States",38.7659981,-75.0847354
"Davidsons Beach, Kauai, Hawaii, United States",,
"NoName Cay, Abaco Islands, Bahamas",,
"Abaco Islands, Bahamas",26.3918096,-77.1370018
"Lucinda, Queensland, Australia",-18.532484,146.3372932
"Chebilang pier, Muang district of Satun province,, Thailand",,
"Muang district of Satun province,, Thailand",,
Thailand,14.8971921,100.83273
"Famara Beach, Lanzarote, Canary Islands, Spain",,
"Canary Islands, Spain",28.2935785,-16.6214471
"Vallée Blanche, Tahiti, French Polynesia",,
"Sand Dollar Beach, Santa Cruz County, California, United States",36.9238559,-121.8518971
"Southside Beach, near Geelong, Victoria, Australia",,
"Summerland, Santa Barbara County, California, United States",34.4229759,-119.5979554
"Moonlight Beach, San Diego County, California, United States",33.0482991,-117.2951295
"Killick Creek near Crescent Head, New South Wales, Australia",,
"North West Island, Queensland, Australia",-23.2958926,151.7082545
"Wamberal Beach, New South Wales, Australia",-33.430832,151.4474949
"Pleasure Point, Santa Cruz County, California, United States",36.96569,-121.9649818
"Cairns, Queensland, Australia",-16.9206657,145.7721854
"Stanmore Bay, Auckland, North Island, New Zealand",,
"Tawake, Cakaudrove, Vanua Levu, Fiji",,
"Vanua Levu, Fiji",-16.5788332,179.1930927
"Pauanui Beach, North Island, New Zealand",,
"Wailea, Maui, United States",20.6871749,-156.4390415
"Ua Huka, Marquesas, French Polynesia",-8.9096629,-139.5515236
"Windang Beach, New South Wales, Australia",-34.5368346,150.8715881
"Oreti Beach, Southland, New Zealand",-46.4213005,168.2195689
"Rodanthe, Dare County, North Carolina, United States",35.5934472,-75.4678084
"Nang Thong Beach, Phang Nga Province, Thailand",8.648986,98.2462864
"Cull Island / Esperance, Western Australia, Australia",-33.9211729,121.9031186
"Calana, New Caledonia",,
"Esperance, Western Australia, Australia",-33.858228,121.8931606
"Amitié Beach, Praslin, Seychelles",-4.3246775,55.6995921
"Central Province, Papua New Guinea",-10.0,148.0
"Nahoon Beach, East London, Eastern Cape Province, South Africa",-32.9836698,27.9255609
"Santa Rosa Island, Ventura County, California, United States",34.1707787,-119.0343489
"Shellharbour, New South Wales, Australia",-34.5864737,150.7693336
Reunion Island,-21.1307379,55.5364801
"Exmouth, Western Australia, Australia",-21.9324401,114.1258094
"Guardalavaca Beach, Holquin, Cuba",,
"Holquin, Cuba",,
Cuba,23.0131338,-80.8328748
"Cove Park, Kihei, Maui, Hawaii, United States",20.7277893,-156.4497315
"Bargara, Queensland, Australia",-24.8154799,152.4630414
"Elliot Head, near Bundaberg., Queensland, Australia",,
"Off Barra Vieja, Guerrero, Mexico",,
"Guerrero, Mexico",17.666667,-100.0
"Haifa, Israel",32.8191218,34.9983856
"Afareitu Lagoonarium., Moorea, French Polynesia",,
"Moorea, French Polynesia",-17.533306,-149.8386006
"Magdalena Bay, Baja, Mexico",24.6249712,-111.9736021
"East London, Eastern Cape Province, South Africa",-33.0191604,27.8998573
"San Onofre, San Diego County, California, United States",33.3803575,-117.5736037
"L’Hermitage Lagoon, Saint-Gilles, Reunion Island",,
"Saint-Gilles, Reunion Island",-21.0611293,55.2282568
"Off Airlie Beach, Whitsundays, Queensland, Australia",,
"Cambria, San Luis Obispo County, California, United States",35.5513597,-121.0872908
"Opunohu Bay, Moorea, French Polynesia",,
"Lighthouse Beach, New South Wales, Australia",-31.5222063,152.8840198
"Ship Rock near Catalina, Los Angeles County, California, United States",,
"Talofofo Bay, Guam, United States",13.3375318,144.7669229
"Nightcliff Jetty, Darwin, Northern Territory, Australia",-12.3789255,130.8419401
"Kihei, South Maui, Hawaii, United States",20.7470904,-156.455059
"Huguenot Park, Jacksonville, Duval County, Florida, United States",30.2730195,-81.3878613
"Isle of Palms,  Charleston County, South Carolina, United States",32.7867697,-79.7880359
"Burns Beach, Perth, Western Australia, Australia",,
"Grand Cayman, Cayman Islands, United States",,
"Cayman Islands, United States",,
"Jacksonville Beach, Duval County, Florida, United States",30.2946859,-81.3931396
"Napoopoo Park in Kealakekua Bay, The Big Island, Hawaii, United States",,
Fiji,-18.1239696,179.0122737
"Makaha Beach, Oahu, Hawaii, United States",,
"Off Key Biscayne, Florida, United States",,
"Molokai Channel/, Hawaii, United States",,
"Off Cape Hatteras, Dare County, North Carolina, United States",,
"North Carolina, United States",35.6729639,-79.0392919
"Magra Islet, Queensland, Australia",,
"Moonstone Beach, South Kingstown, Washington County, Rhode Island, United States",41.3984077,-71.576297
"Haulover Inlet, Miami-Dade County, Florida, United States",25.9044872,-80.1262043
"Pitt Island or Chatham Island, Chatham Islands, New Zealand",,
"Chatham Islands, New Zealand",-43.917534,-176.18734
"Sunset Beach, Brunswick County, North Carolina, United States",33.880728,-78.512231
"Amelia Island, Nassau County, Florida, United States",30.6077379,-81.4600909
"East Beach, Port Alfred, Eastern Cape Province, South Africa",-33.6011399,26.9010924
"Pelican Waters, Caloundra, Queensland, Australia",-26.8061548,153.115217
"Cabo Catoche, Quinta Roo, Mexico",,
"Quinta Roo, Mexico",25.7398658,-100.1935151
"Great Guana Cay, Abaco Islands, Bahamas",,
"Rose Island, Lucayan Archipelago, Bahamas",,
"Lucayan Archipelago, Bahamas",26.6612232,-78.2684513
"Bald Head Island, Brunswick County, North Carolina, United States",33.8618933,-77.995528
"Wells Cay, Bahamas",24.3870602,-76.6217314
"Wilmington River, Chatham County, Georgia, United States",32.0419896,-81.0423325
"Maatsuyker Island, Tasmania, Australia",-43.6472572,146.2781867
"Lennox Head, New South Wales, Australia",-28.7910334,153.5878047
"Fort Macon State Beach, Carteret County, North Carolina, United States",,
"Bélep Islands, New Caledonia",,
"Honokowai Point, Maui, Hawaii, United States",20.9481316,-156.6919043
"Port South Marina, Noumea, New Caledonia",,
"Noumea, New Caledonia",-22.2745264,166.442419
"Ship Bottom, Ocean County, New Jersey, United States",39.6496005,-74.1757169
"Beqa, Fiji",-18.3911869,178.1227669
"Browns, Oahu, Hawaii, United States",,
"Yandaran Beach, Queensland, Australia",,
"Saint Leu, Reunion Island",,
"O'ahu, Hawaii, United States",21.3392955,-158.125741
"North Salmon Creek Beach, Sonoma County, California, United States",38.3570517,-123.0678777
"Praia de Porto, Fernando de Noronha, Brazil",-3.8346444,-32.4011205
"Off Boca Grande, Lee County, Florida, United States",,
"Tomaree, New South Wales, Australia",-32.7165733,152.1870489
"Anaehoomalu Bay, Hawaii, Hawaii, United States",19.9154922,-155.8897838
"Crescent Beach, St Johns County, Florida, United States",29.738289,-81.2423048
"North Koahala, Big Island, Hawaii, United States",,
"Kaiwi Channel, Hawaii, United States",21.3008149,-157.6513023
"Laohutan Ocean Park Aquarium, Dalian City, Liaoning Province, China",,
"Liaoning Province, China",41.2374106,122.9955469
"Waikoloa area, Hawaii, United States",,
"Hobe Sound, Martin County, Florida, United States",27.080492,-80.139918
"Troncones, Guerrero, Mexico",17.7801832,-101.7212243
"Stuart Beach, Martin County, Florida, United States",27.2144994,-80.1748382
"Cape Kiwanda, Tillamook County, Oregon, United States",45.216798,-123.9802717
"30 nm off Port Elizabeth, Eastern Cape Province, South Africa",,
"Dog Beach, Huntington Beach, California, United States",33.6731695,-118.0250951
"Belongil Bay, New South Wales, Australia",-28.6334406,153.5976647
"Cacimba do Padre, Fernando de Noronha, Brazil",-3.8497515,-32.4389861
"Groote Eylandt, Northern Territory, Australia",-13.9805252,136.5868801
"Urunga area, New South Wales, Australia",-30.7761543,152.9618557
"Mtunzini, KwaZulu-Natal, South Africa",-28.9557332,31.7565591
"Key Biscayne, Florida, United States",25.6968351,-80.1635261
"Sainte-Rose at the mouth of Riviere de l'Est, Reunion Island",,
"Oreti Beach, South Island, New Zealand",,
"North Cottesloe, Western Australia, Australia",-31.9880531,115.7523045
"Catseye Beach, Hamilton Island, Whitsundays, Queensland, Australia",,
"Sandspit Beach, Montaña de Oro State Park, California, United States",,
"Southeast of Puerto Peñasco, Sonora, Mexico",,
"Matauri Bay, North Island, New Zealand",,
"Ti Point, North Island, New Zealand",,
"Nambucca, New South Wales, Australia",-30.7084719,152.7794908
"South Steyne, New South Wales, Australia",-33.7989671,151.2892358
"Off Nhulunbuy, Northern Territory, Australia",,
"Northern Territory, Australia",-19.8516101,133.2303375
"7 Mile Beach, Gerroa, New South Wales, Australia",-34.7683137,150.8140296
"Moffat Beach, Queensland, Australia",-26.793456,153.1359714
"Tinley Manor, KwaZulu-Natal, South Africa",-29.4427078,31.2405409
"Pyramids Beach, Mandurah, Western Australia, Australia",-32.6114746,115.6271384
"Compass Cay, Exumas, Bahamas",,
"Shelly Beach, Ballina, New South Wales, Australia",-28.8628884,153.5949
"Cid Harbor, Whitsundays, Queensland, Australia",,
"Brothers' Island, Egypt",,
"Guillotines surf break, Shire of Augusta Margaret River, Western Australia, Australia",,
"Farallon Islands, California, United States",37.7332634,-123.0344446
"Samurai Beach, New South Wales, Australia",-32.7634168,152.1265112
"Baylys Beach, North Island, New Zealand",,
"Upolo, Samoa",,
"Beacons Beach, San Diego County, California, United States",,
"Humboldt County, California, United States",40.5997415,-123.8997734
"Cakau Levu, Vanua Levu, Fiji",,
"Treasure Cay, Abaco Islands, Bahamas",,
"James Bond Beach, St. Marys Parish, Jamaica",,
"St. Marys Parish, Jamaica",,
"Newcomb Hollow Beach, Wellfleet, Barnstable County, Massachusetts, United States",41.9614853,-69.9939859
"Pounders Beach, Oahu, Hawaii, United States",,
"County Cork, Ireland",51.9175359,-8.5859773
"Huntington Beach, Orange County, California, United States",33.6783336,-118.000016
"Carter's Cay, Abaco Islands, Bahamas",,
"Atlantic Beach, Carteret  County, North Carolina, United States",34.6990505,-76.7402108
"Torino di Sangro, Chieti, Province, Italy",,
"Chieti, Province, Italy",45.3881431,11.8644737
"Coco Bay, Green Turtle Cay, Abaco Islands, Bahamas",,
"Rhode River, Chesapeake Bay, Maryland, United States",,
"Maryland, United States",39.5162401,-76.9382069
"Longnook Beach, Truro, Barnstable County, Massachusetts, United States",42.0202242,-70.037816
"Crystal Beach, Galveston  County, Texas, United States",29.4572611,-94.6389136
"Marsa Alam, Egypt",25.069992,34.893817
"St Augustine, St Johns County, Florida, United States",29.8946952,-81.3145395
"Shopping mall aquarium in Guiyang City, Guizhou Province, China",,
"Guizhou Province, China",27.0,107.0
"Atlantique Beach, Fire Island, Suffolk County, New York, United States",,
"Sailors Haven, Fire Island, Suffolk County, New York, United States",40.6570686,-73.1041626
"Provencia, San Andres and Providencia Archipelago, Colombia",,
"San Andres and Providencia Archipelago, Colombia",12.5375979,-81.7204155
"Trinidad Beach, Huboldt County, California, United States",,
"Playalinda Beach, Brevard County, Florida, United States",28.6773237,-80.6472179
"Fernandina Beach, Nassau County, Florida, United States",30.6712285,-81.4630025
"Staniel Cay, The Exuma Cays, Bahamas",,
"The Exuma Cays, Bahamas",,
"Myrtle Beach, South Carolina, United States",33.6956461,-78.8900409
"Oceanside, San Diego County, California, United States",33.1958696,-117.379483
"Near the Bahia Honda Bridge, Monroe County, Florida, United States",,
"St. Simon Island, Glynn County, Georgia, United States",31.1621906,-81.3959175
"Habush, Oahu, Hawaii, United States",,
"Arrawarra Headland, New South Wales, Australia",-30.060426,153.2016851
"La Ticla, Colima, Mexico",,
"Colima, Mexico",19.166667,-104.0
"Flat Rock, Ballina, New South Wales, Australia",-28.8429552,153.6079901
"Piedade Beach, Recife, Pernambuco, Brazil",-8.1734286,-34.9153895
"Brothers Island, Egypt",,
"Lighhouse Point Park, Ponce Inlet, Volusia County, Florida, United States",,
"Cairns Aquarium, Queensland, Australia",-16.9186197,145.7736162
"Off Land's End, Cornwall, United Kingdom",,
"Cornwall, United Kingdom",50.416667,-4.75
"Dugong Bay, Westerm Australia, Australia",,
"Sharpes Beach, Ballina, New South Wales, Australia",,
"Sai Noi Beach, Hua Hin, Thailand",12.4535772,99.9816406
"Galveston Bay, Texas, United States",29.5696734,-94.936592
"Manuelita, Cocos Island, Costa Rica",5.561372,-87.0476701
"Gearys Beach, Western Australia, Australia",,
"Surfers Point, Prevelly, Western Australia, Australia",-33.9770638,114.9849187
